id,r2_2A3
9c1900692409,-0.6915
4ea3e950d0f7,-0.6938
9a26a5489c9f,-0.6938
296268ac9dab,-0.6965
c330272e3c39,-0.6975
275cff7556f6,-0.6983
9f82094f99cc,-0.6994
31585b3920f3,-0.7075
3eecec6e5d1c,-0.709
02bb4657143d,-0.7091
f737e6381b02,-0.7101
58ff4c6df085,-0.7117
76feeb466b07,-0.7126
93aa617588b8,-0.7128
58cb6ca67db2,-0.7134
cc44f9a1bc4b,-0.7136
4e9454742c97,-0.7141
799f6a6bec81,-0.7142
59b546f569ef,-0.7155
a7e6b71fd398,-0.7175
234221bb6d46,-0.7178
f43eb5d2639e,-0.7178
b8bb84f000ec,-0.7181
390048add69d,-0.7184
8d928ae563ab,-0.7214
f69cc805ce33,-0.7228
1d6d54e66c3e,-0.723
78514c0feb2f,-0.7231
e0095b5bf524,-0.7239
a192dc113909,-0.7267
c9ff92d6cb72,-0.727
86e86f21c36e,-0.7275
b441df30b5d1,-0.7287
dc833862af17,-0.7301
3e0ac8908a05,-0.7308
ef7e6401d375,-0.7311
da0efc252bf6,-0.7345
4283d3c1e628,-0.7349
72819e765f4a,-0.7354
ea9a8ffc6a99,-0.7354
c518f92b927e,-0.7383
c61b49c43e98,-0.7406
f396ccfe2729,-0.7417
d7128dd061ff,-0.7447
4da77e9ac9e4,-0.7449
39f6747dee98,-0.7463
37bafb9b688f,-0.7502
151c4777adda,-0.7519
46e5acf12afd,-0.7525
42ef2dcea742,-0.7554
7550fd9cc841,-0.7575
e52543d4027e,-0.7597
945c75a4fb65,-0.7615
e351ed92215b,-0.7623
5edf4922cf4e,-0.7624
01ebb62243fb,-0.763
e03babd654dd,-0.7633
de70ca12b8b9,-0.7637
48f62b853526,-0.7691
437060dc609c,-0.7709
a2f079c10d9d,-0.7736
7ad38ffcb55f,-0.774
0a923d750290,-0.7741
bf4176728389,-0.7774
41ac1375b822,-0.7799
756f7fbfd834,-0.7825
5ca14ff11604,-0.787
c663018ce5dd,-0.7877
8fd6fd7cbb92,-0.7891
0c02a40598f6,-0.7902
b4928ad67637,-0.7924
6760def65c77,-0.7939
b0c9ca8461c3,-0.7949
7b97eea24738,-0.7953
034122edacc0,-0.7964
943d2bd9af6e,-0.7972
1b928adb871a,-0.7978
c9924fa4cdab,-0.7982
83907df9d3b8,-0.7988
8f13dfc36cf6,-0.8003
d061920a3caa,-0.801
5570cf94073e,-0.8033
71a6d52beaf7,-0.8046
039297ae3e02,-0.8063
23a72c7e8d8d,-0.8104
e260222a79d7,-0.8104
e4cea93f339b,-0.8105
d22c1aadc6d3,-0.8108
91702a28ade5,-0.8113
25c63dbd9c03,-0.8114
906681a91d3a,-0.8158
21cdab9bc201,-0.817
a5aa50980a4c,-0.817
b0271ec4dbaf,-0.823
2e68beea942d,-0.8236
7ba37e97009d,-0.8249
10317fc3f683,-0.8263
b415f58bf9d4,-0.8274
607c76bc94bb,-0.8277
60d3c1a9aeee,-0.8303
d96a72a17709,-0.8313
f88d555a8c06,-0.8315
0e9eeac00939,-0.8333
b753f85c9f51,-0.8403
e9ebed705702,-0.8415
f5fc9d30c60a,-0.8417
870de3713f9a,-0.8442
b3a6791356dd,-0.8454
bc8241dd3c5a,-0.8472
d7fa20fe530a,-0.8493
9d7881eb6d51,-0.8494
2cb236aca293,-0.8529
de366b75ade7,-0.8552
f978da5750b1,-0.8603
c8625291d3f2,-0.8615
01c064fdf2c8,-0.8627
4d2e7e77ee01,-0.8638
d95271c1daa4,-0.8661
0e712b2ddc10,-0.8665
11ad90b6f800,-0.8683
4ac362c804f6,-0.8686
fd8ca4d62f3c,-0.8721
d581f77d6c9e,-0.8732
36c8e57d64e3,-0.8733
606c0a17666f,-0.8775
c446329b5623,-0.8793
0ee179cea45c,-0.8793
c713799d747c,-0.8833
73e489d848a1,-0.8837
555a18191d9d,-0.8869
0327f21a081c,-0.891
86df268c10d2,-0.8932
0c9a5e924745,-0.8944
79f68db62fa8,-0.8948
35b1016e93ee,-0.8975
ac60731f436e,-0.899
5f4ae8025643,-0.9036
2a52698c71dd,-0.9077
d98634efec15,-0.9085
d979374af7ba,-0.9099
0f5d5a0d3db0,-0.9127
983020c4ab8e,-0.9167
40e10bca7102,-0.9168
92888b15db03,-0.9187
98426f55e657,-0.9208
e6cedc86b575,-0.9261
20e68b1a72d4,-0.9368
5a403f8124f4,-0.9412
6f8eaa78ca0e,-0.9419
4781a8da6354,-0.9426
527b5ed90958,-0.9428
02f96e423b32,-0.9473
86819d9cc339,-0.9476
d8de0209a57a,-0.9481
e4ec59a6e403,-0.9483
f4f20f837957,-0.9505
fa81e21c4aa8,-0.9514
c1ee7f2f63bd,-0.9523
66abd851c948,-0.9554
4c4449a77664,-0.9557
2a00eb84d537,-0.9561
18c674156173,-0.957
7a1232e7ca8d,-0.9574
89509bcb083f,-0.9575
28d2410cbf00,-0.9585
87b236ff2f15,-0.9608
1bc2947f52cd,-0.9615
86337f66b0a2,-0.962
e99945df0acb,-0.9655
8ddf111dd1c3,-0.9696
67a2d91a9c10,-0.9702
db1268a7ce38,-0.9713
008de7fe2e95,-0.9738
b885807709d5,-0.974
6bf6aadcc3ab,-0.9749
42ebd763e9fa,-0.9754
4452e84eaf66,-0.9801
8328e592a2df,-0.9821
efba0e39e009,-0.9834
e9e16d6adf68,-0.9876
a2c32c916f7e,-0.9885
acd1dca89cd7,-0.9895
4fc009ffaeb9,-0.9902
2e68b57836e8,-0.9965
7541c3134728,-0.9965
926832eb86c8,-1.0013
6a5fcf25abe3,-1.0024
0cd099c6533e,-1.0052
a6b4043177d1,-1.0054
2bed97ada19d,-1.006
1e688baffe21,-1.0108
e8a0a8c96f7f,-1.0111
4d1835b50f18,-1.0112
53c5ecb3f8b7,-1.0124
ee328e19c52a,-1.0132
384db951032c,-1.0137
faef8c4f56bf,-1.0158
855de40df6c7,-1.0191
e0cb1f3a1678,-1.0206
066d6d1d5c3d,-1.0212
e24840d0ab67,-1.0238
835dd9f82aec,-1.0244
d10264a1e249,-1.0267
75219e46a6b2,-1.0272
dc2987ce6e3b,-1.0297
e0c6370450e6,-1.0319
5325e1b31d02,-1.0329
8f29f05584f4,-1.0335
70d1bc4ba44b,-1.0381
5dc2de7e787f,-1.039
68a8c30d5ff8,-1.039
e6eac5b6c519,-1.0391
22707c3b7860,-1.0392
d6110b130eb3,-1.0424
912bc09ce01b,-1.045
28dcc1235233,-1.0507
af5a361ce8fe,-1.0513
e7b8c17d725e,-1.0528
f026c5c85ee7,-1.0533
f5c534130137,-1.0557
3c7568c1ca51,-1.0558
aef41c2ad7b4,-1.0558
e1f4a1a1e4ab,-1.0603
82c3de087a31,-1.0618
58b850cbcfec,-1.0627
6a8ba53b3b8c,-1.0629
d22179217966,-1.0647
0bdb12097a42,-1.0673
a92418325e79,-1.0697
0b0a68aed663,-1.0697
2ef58ee481fb,-1.0702
362dba8c27f2,-1.0714
88aa3a11a3b6,-1.0725
3cd5c946e8d8,-1.0766
8ecfba857707,-1.0772
dfd30d5a1758,-1.0779
94b935d350d4,-1.0795
eb65b491a98b,-1.081
75b73db33eb7,-1.082
2b77b0438d16,-1.0864
b77ac84bd48d,-1.0925
ad376fcaeaf6,-1.0933
651128534c81,-1.0936
5fe457f012a1,-1.0943
8c2ec077b913,-1.0952
e65660eba67a,-1.0955
041d90cba75d,-1.0981
98c653d46caf,-1.099
9ea3e0937aea,-1.1
3b6c3838d67f,-1.1007
155f8c5aff0e,-1.1015
8df2a565ecc7,-1.1041
6481942866c9,-1.1071
797fdcdbeabb,-1.1083
40bfcdf16148,-1.1097
9ce608ff6c50,-1.1098
cc7f91ce9f70,-1.1099
dac3b8beeff6,-1.1102
f5e53be89c20,-1.1134
8fdcd67136ae,-1.1138
72ee461e2757,-1.1173
510ba90091f1,-1.1188
f1aa25dee5f4,-1.1208
7aa47a5aca4d,-1.1302
6c8c527eb777,-1.1304
1df2b152b4fe,-1.1307
eb5d96024d4a,-1.1318
d2918a2c5f2d,-1.1325
b8944deea700,-1.1326
da75195511b8,-1.1334
239ebc49df4e,-1.1354
36625a7828da,-1.136
92603795c61c,-1.1371
91b905df555f,-1.1383
3218caea1790,-1.1393
ce8d1665453c,-1.1393
cd36bfee9d1a,-1.1403
5835d4b734bf,-1.1422
ee735eb8d8ee,-1.1425
5be34638798f,-1.1428
aeb38d8ada4e,-1.1452
60bcffeec6d6,-1.1476
27858edd3062,-1.1484
912715d7555f,-1.1504
db7fe7333efc,-1.1515
5dbba64bd01b,-1.1522
c4a2d8d58fd9,-1.1527
3651f2363e85,-1.157
82c473269bee,-1.1615
31c2d05d2d84,-1.1624
27d4ea740d38,-1.1635
7a51c9c52f11,-1.1651
31766796c6c1,-1.1673
f33bb33ef8d4,-1.1676
c3bb63f9b312,-1.1679
3a6e9d6ffc6f,-1.1696
68d907ff1394,-1.1698
5bae129165dd,-1.1718
7c2c885918fe,-1.1748
f2b580b8f8f8,-1.175
84de3c490c7c,-1.1781
fc5e69e29b53,-1.1781
8ad81f1ebd94,-1.1784
715bb364863f,-1.18
ff4edc920dcd,-1.1811
1b241fbb9486,-1.1813
910c6d225ee4,-1.1816
15386c55e549,-1.1872
e49a4a8c4d28,-1.1891
9553cec8ddec,-1.1894
431613c4fdc5,-1.1898
e8f537166e9d,-1.1905
c117eaccdec5,-1.1932
1e3089eb15b7,-1.1932
7ecb275a78f5,-1.194
c5ad35c1592d,-1.1981
ae93a326ca43,-1.1991
a66c8a2f6102,-1.2024
9ce3a53221a7,-1.2036
7441570a9378,-1.2043
08771b87a5cb,-1.2044
693818513cdd,-1.2061
a9a634393a3d,-1.2068
8c5658db18af,-1.209
1336a7a0c216,-1.2093
067f82636540,-1.2095
58c17c0ae082,-1.2122
6c8586e09a79,-1.2145
7d80955d0c37,-1.2172
6222315476d2,-1.2174
a148eab9950b,-1.2183
b7ee7ca8d6ab,-1.2186
1b84ce23ece6,-1.219
2e5ec07d5f1a,-1.2212
50c04bdc1710,-1.2214
daa26c994591,-1.2226
6a4765979ae0,-1.2307
229372c2ab48,-1.2314
25ad8935fe5c,-1.235
f5ad70f5bbff,-1.2356
7abdbb6cf426,-1.2386
60bd788376e0,-1.239
58661f751b15,-1.2394
835e8db740b9,-1.243
9b419a5bb1f7,-1.2445
d7576bc2e7bd,-1.2449
2808c8dd0bd7,-1.2449
b782f34d031d,-1.2476
a496e31a8093,-1.2484
119984a73183,-1.2495
62abf9c857bb,-1.2496
c495379ea343,-1.2536
220ff4c7fd97,-1.2561
822c1a396649,-1.2565
2e619fecd311,-1.2583
dd5b1c8a4844,-1.2593
a1b07e94d814,-1.26
f4eea210771e,-1.2645
ce9f4615bf36,-1.2675
ac7d9c31e712,-1.2718
3360fda3be42,-1.2719
a94b599a3316,-1.274
d12fc3adf3fb,-1.275
05abe214e2f9,-1.2776
c43b3c4375fc,-1.2833
8117a75ab661,-1.2847
076bdca706f4,-1.285
c64d11da2a3e,-1.2858
6c23169cd7ee,-1.2873
c7a7b61e1522,-1.289
ed01e0d77b71,-1.2904
c7e8f2f05c92,-1.2971
362334a57fe0,-1.3002
3d0980796369,-1.3013
2374dfb63c7a,-1.3034
3c7d2710c3b4,-1.3038
3c00c034d597,-1.3039
72cc05e8d900,-1.3081
585b16adb6bc,-1.3103
a40fa8b0c6a7,-1.3134
a49d7570eaa9,-1.3143
ead0457c1d6f,-1.3147
1351fd6ef9e7,-1.3148
ae7ba31aa9a5,-1.3164
e953729f4769,-1.3165
357a84939ba9,-1.3176
035f11318b30,-1.3181
9f373f11d4d9,-1.3192
291dc3c7eafe,-1.3207
6a2e73d27ad1,-1.3257
b2db4164e10c,-1.3264
38e883be76f5,-1.3277
9d30a87820a7,-1.328
af4fd31274e9,-1.3284
828f3a55319f,-1.3293
a68cbe39bd8a,-1.3302
c8e58c703d6a,-1.3312
74f4a72619da,-1.3319
5c7feb61feee,-1.3348
d53818dde5e3,-1.3356
2cd8b206a16f,-1.3358
9c7441addc4e,-1.3375
1577c2164090,-1.3388
ed1a717013f3,-1.3505
f9451ae92da8,-1.353
f0190ee2a100,-1.3545
d3d5f90979af,-1.355
e6dc3dec2cfc,-1.359
af732ad5a8ab,-1.3599
1625a9ca7868,-1.3615
796930b8e517,-1.3632
271434174a44,-1.3637
e85d976e0cc6,-1.367
f5a084f5b590,-1.3706
eadb2dde8bfd,-1.3744
a14a7ced2c96,-1.3752
a25400817ff3,-1.377
32c7982afc8f,-1.3775
816a058c2e25,-1.3787
3f82d73a2e58,-1.3789
8abf611a54a0,-1.3805
f5bb0a99f1c9,-1.3836
87f991ea7165,-1.3885
7a415b52afca,-1.3898
81124c929a04,-1.3948
f767c019a77a,-1.3959
486a1384e23d,-1.396
17a56c44e1df,-1.3962
d2314e1fbfa4,-1.3974
b9c01158d63a,-1.3998
80836ea5eeec,-1.3999
e4ec40bdd73c,-1.4001
1309d5854f4d,-1.4011
3c5075d42e99,-1.4043
68ebeffe1861,-1.4053
179520fbd901,-1.4111
a9578859a436,-1.4119
88be1c115a64,-1.4127
70edcb0aca43,-1.4128
5e338a63baee,-1.4151
4992ec8cdb0c,-1.4165
3ab0aa968bb3,-1.4167
0e47dda1305c,-1.4175
87353d3ff2d3,-1.4198
9ab1623d9487,-1.4211
3aaeacfadd4f,-1.4213
c1718820c2b5,-1.4216
a8b7b8a79a24,-1.4227
070152adcc9f,-1.4256
3deff2e3e92d,-1.4293
e6096897f227,-1.4332
d9c0421a9399,-1.4363
7ba08fd84bff,-1.4383
491f4959fb54,-1.4392
e312c2b42b77,-1.4397
1d5d92963565,-1.4444
696118190d7a,-1.4457
124e30e45cdf,-1.4462
6ba3de16328e,-1.4471
8ee937485108,-1.4493
5d037f39b8db,-1.4503
af14a41e0fcd,-1.4515
331977b100d5,-1.4537
376d9a7f306d,-1.4537
b9ff90d07539,-1.4553
fd2f58c8ba50,-1.4567
9b0f5101521e,-1.4578
cac7144ddf86,-1.4605
6418810b310b,-1.4609
46ec76cba686,-1.4627
188963d30b80,-1.4642
156ebdab9a75,-1.4645
c22ef29e4cde,-1.4666
759f6cbcfa4a,-1.4669
fe84e371118b,-1.4676
ea87c1328008,-1.4691
be0cb025a86c,-1.4714
088dee912d3d,-1.4752
3439c08e3f19,-1.4757
3d53a25a47da,-1.4778
a3160ada2d12,-1.479
1a127e9d7dee,-1.4802
2e9d7b1b719c,-1.4813
8f049584d707,-1.4815
547e1367a871,-1.4858
aef27059a8a2,-1.486
05ceee1b4c42,-1.4913
76fc587e8c1c,-1.4942
d3dceca766f5,-1.4963
149fcb1bfd65,-1.4972
d094f3eb9d58,-1.4992
b12e8732a251,-1.5005
5ddd4e6227bf,-1.504
e83180f40314,-1.5076
2cc53c407874,-1.5086
7803ec40fc3b,-1.5096
7bfc9566be52,-1.5104
2dc004d91b12,-1.5108
580d157389b8,-1.5126
bbe616d66131,-1.5129
14de74b7d88c,-1.5136
401a286e4124,-1.5142
9d4ffc2f1ba1,-1.5146
c5f3198ab6e5,-1.5159
c20e889e5be1,-1.5165
4da99899cb92,-1.5171
9ad56518cf2a,-1.5173
ddb6cbcfc396,-1.521
6d17d2c62219,-1.5286
d837fef4f3fb,-1.5316
537565fb68b5,-1.5335
b4bb4d486fb7,-1.5354
2b6267c035b5,-1.5377
ad8d187ae1b4,-1.5402
fd7450f9d66c,-1.5419
13cab4454db1,-1.5426
7fef2b4c2114,-1.5429
9722164a42ca,-1.5432
0e64815170ba,-1.544
cdb71ac15554,-1.5447
b6b7ba18c0b9,-1.5448
bea5e9279113,-1.5449
3fc64933a23c,-1.5453
36d5f1fee70f,-1.548
6d3ee453dcef,-1.5491
7bfbf95f0c59,-1.5493
e147fa303d45,-1.5495
b51161b130a6,-1.5496
9f7eff207196,-1.5499
c9c144e37139,-1.5537
0fa1f66b624c,-1.5552
18809eed6239,-1.5554
b894e30e4d23,-1.5595
3b5f816cbdf9,-1.5596
1db1a9e619b0,-1.5617
507aee6b73ff,-1.5637
fc113fa01968,-1.5663
d0d4454cbe3e,-1.5677
c3445a9ec712,-1.5687
4d967bf9846b,-1.5704
1c1d3ed17561,-1.5708
932263d49b9d,-1.5807
f30ded0a0afb,-1.5823
eb5cdbc645cb,-1.5824
10a3d598fca0,-1.5836
4e6c421efc4f,-1.5854
d4dab7ed5838,-1.5861
8b7808c2b43d,-1.5866
0f6a98a057f5,-1.5895
51909e87a193,-1.5915
18f3537d6487,-1.5922
627e3b2cd177,-1.6014
bc89a0eb21ef,-1.6039
31a4fe23358b,-1.6082
18ec3899b36e,-1.6093
6ca167f19314,-1.612
fc67f5864c04,-1.6122
9d949f75a7f9,-1.6128
61fa7281d7a2,-1.6153
91a384d77f3c,-1.6161
c36f7d7b5a5f,-1.6175
3ffabc47601c,-1.6182
651fd6cbc51c,-1.6269
ecb21c00e30f,-1.6274
0cda0276b958,-1.63
f32cb0ef8686,-1.6316
50bed8fecbf9,-1.6323
79c64e3a703b,-1.635
a6bf02fe000e,-1.636
a814feeac0fe,-1.6391
181b74a111db,-1.6394
a006157c77e8,-1.6427
c2d27d426baf,-1.6444
1e9bbe10945c,-1.6455
ca12a5f970f7,-1.647
c200a5d32de2,-1.6486
0c699817bc54,-1.6523
3188825e1f01,-1.6565
5697dcc07e56,-1.6579
0a92649ca401,-1.6605
d965b25ca29d,-1.6615
6656888d6083,-1.6641
cf55aef636cf,-1.6655
70755c41937d,-1.6674
b36a42806513,-1.6709
24123ebdc23e,-1.6722
ecac0ae69baa,-1.6744
65eebe81d7e3,-1.6748
d7f0a0ae97f7,-1.6751
edcb0753fcfb,-1.6768
3a154d7ba9a3,-1.6786
17504fe32cb9,-1.679
9487aeb27a41,-1.681
e727aae67614,-1.6825
ee722927fd72,-1.6831
1c11191c832a,-1.6848
fb485843c543,-1.6884
f23e13f29def,-1.6934
59ab7fe11e3a,-1.6975
f3657cb46db2,-1.6981
7ebd6bf40e7f,-1.6989
32164e1572c6,-1.7026
90584c3476fa,-1.7104
0f72153adb6c,-1.7104
ec1ee6632686,-1.7104
555b968a600a,-1.7155
cff3ccc3652c,-1.7155
2411cf70bc1e,-1.7189
b53e90485604,-1.7208
406d6aeab993,-1.7249
05ba711c21e2,-1.726
af1fad5184fc,-1.7268
c1adaac593f4,-1.7268
0f25fafcf2f5,-1.7285
1692a77cb2a5,-1.7288
cf860a8e8825,-1.7328
c34a30d760fe,-1.7333
9e809e1af7d2,-1.7336
82a79b066643,-1.7337
e7b56d0fb998,-1.734
e170b85f2f99,-1.7347
7b359f1dafc7,-1.7347
1f40eff54e26,-1.7348
0d7a57de6633,-1.7377
060464c05070,-1.7382
9b6e20dddae7,-1.7394
d2d2075d035e,-1.7403
4aafeddff207,-1.7406
52d4f93f0ec7,-1.7494
65aa18662d87,-1.7497
3c545891d52e,-1.7503
f7079e21bac0,-1.7516
627662102d97,-1.7521
569c71b222e0,-1.7552
e1f6946d01a5,-1.7565
bb9ce499b4e9,-1.758
622d04b1b354,-1.7593
917c9c6b3a50,-1.7607
c064cb1895f7,-1.7639
4f8a8ed669d0,-1.765
751c3b7f0041,-1.7668
197e5c3eb38a,-1.7668
ed46e5a0601d,-1.7723
8c467e1c4528,-1.774
9b96d120e388,-1.775
0eab7fcd592b,-1.7787
65f0bdefde38,-1.7812
7d557dcc7c5e,-1.7813
d20805ad716c,-1.7822
d5f08a357707,-1.7843
30c11c80d637,-1.7854
f4979cfce5d2,-1.7862
e682e3bec6c3,-1.7863
62ca14cce246,-1.7875
5efd85cacdf0,-1.7876
39bcdb9411af,-1.7888
2c67c60e62e0,-1.793
e2e7fc1e985c,-1.7939
aa46b10b2ff9,-1.7966
c58eb432734f,-1.7968
324272c41e00,-1.7983
4161a372320b,-1.7989
2425fcba4a7b,-1.8025
5c47903b2a2b,-1.809
034f34220b70,-1.8097
7d45d6938eba,-1.8098
261f2ee6a40a,-1.81
5b6d966df1f8,-1.8189
66067565df1e,-1.8203
e8641632d67b,-1.824
d530c48ae14f,-1.8277
d034806b4b1f,-1.8282
4a04b22375ad,-1.8292
ac7bd96cfc2c,-1.8302
c681c0c3e9ea,-1.833
ce3b21f0c702,-1.8354
8b280af69102,-1.8374
33a3fdc6f311,-1.8422
bab650a651aa,-1.8436
4ce9d7faed44,-1.8486
6580af196231,-1.8489
e463d4c63669,-1.8495
3d39d83f05ec,-1.8515
313434c7157b,-1.8539
d42bab750b4a,-1.8544
588f4c152b47,-1.8565
9fa9ca1ce9e3,-1.8567
a7d6927f2bf6,-1.8597
8e4cf66eaf67,-1.8613
9a83f11ee341,-1.8616
360420c85ba2,-1.8621
a94473164a7b,-1.8624
1d390efb6afa,-1.863
4ced083b1043,-1.8638
47e5641b161b,-1.8639
88bccda81043,-1.8653
2d3328d68f6d,-1.8654
14970f481ca5,-1.8655
725941a08edd,-1.8664
0e039ce89842,-1.8721
9cd9b37e3ecd,-1.873
624151931a4a,-1.8769
e77b6134e0cb,-1.8791
aac7323c07d0,-1.8801
1731e195aa1c,-1.8826
74952cf8ca83,-1.8859
4d6ec2b3fee3,-1.8859
9964fcd3726b,-1.8862
ee8504f51154,-1.8871
fbe6f18c25f8,-1.8872
1ec6b286c741,-1.8901
56d920d45254,-1.8903
f6fb36877438,-1.8904
401d93e20792,-1.8928
21f4c077ef76,-1.8944
f00a9c985235,-1.8965
bb2d90e5346d,-1.8977
0d681bee628b,-1.9086
64520ffce169,-1.9135
f426bca4912f,-1.9196
3ea3e3e3a071,-1.9236
756c0c8f065c,-1.924
3c3b6000aa10,-1.9284
5bc7ca249cd1,-1.9291
a7cf38a8de36,-1.9294
360a237d1bc1,-1.9296
b86c903c554c,-1.9303
8c7cc62b4aeb,-1.9337
eb503914defb,-1.9339
2f5c6755f657,-1.9369
249d9da20843,-1.9377
da1a6d70eeb6,-1.9391
bbb0ed619a7b,-1.9393
ce4933f6aa73,-1.9434
ab4f7ee5573d,-1.9451
50033e6f3074,-1.9462
da6e11a8d3e3,-1.9479
f2f908a7e135,-1.9479
05ad75950443,-1.9496
3d251cad27e8,-1.9498
9f0e5d3b36c5,-1.9502
3250f57a4968,-1.9503
f60f9606d36d,-1.9503
47ea053c8c6d,-1.9521
48e9ea97ea54,-1.9578
f1ff9d5cdac4,-1.9587
6c09feeb832d,-1.9596
d548531de785,-1.9637
6e92d8c0ec4c,-1.9657
a381e4c3bca8,-1.969
ba5b31ed15b6,-1.9696
694d3e17f215,-1.9704
fe6ad8ea12f1,-1.9708
f480565ce84f,-1.9709
b168c1b5e080,-1.9719
469be17db7e6,-1.9732
87a4503da4a7,-1.9743
9f535d99ce77,-1.9772
d6b336ffb7fc,-1.9809
4b03109fda9a,-1.9817
69f377599842,-1.9849
316dd0b61e9a,-1.9862
8949a0c1cb6d,-1.9893
79747fa6450c,-1.9896
280f201f36e8,-1.9906
2984cdd8293a,-1.9948
e3ea67d68b83,-1.9963
93c1c7639427,-1.9964
bb018ab564c6,-1.9972
ad42475d49bd,-1.9996
f501e5b70dd9,-2.0043
8469c89eafcb,-2.0043
4a059eae8cda,-2.0047
02ebfea88b5e,-2.0064
dc75bd91ecc7,-2.0066
f6d4e4bd6f18,-2.0071
bd464a1f31ee,-2.0072
d5c9cba1d2c2,-2.0087
1a3af9271d7c,-2.0104
9f9727767888,-2.0128
287f89bb81f7,-2.0129
27004b2fa797,-2.014
e5b458a8f2df,-2.014
a590c9b31699,-2.0168
18b93d88a628,-2.0178
cbe94592bc9e,-2.0184
72e7b7a6bdcd,-2.0191
4d81a3ae6440,-2.0194
725ca2126fe1,-2.0214
277b4a908547,-2.0234
f0c999c25243,-2.0245
35fedb3f6db6,-2.0248
ba34688fd39c,-2.0298
848cea5ae9d1,-2.0315
ff3ae57f56ce,-2.0315
e6b2f553c2bf,-2.0362
45cd860d4be2,-2.0372
eb01d1981b8c,-2.0386
ebfa2064629f,-2.0408
a6317e5f2c86,-2.0431
d9b67026b076,-2.0433
00e5d6a51e5d,-2.0438
1b7982bf3c37,-2.0438
012ca4af2a2f,-2.0463
04f469f3985d,-2.0464
fba5d8f24cb9,-2.0486
6faaf5862a37,-2.0496
6f4621063070,-2.05
d7ad8e3568bf,-2.0597
c0c5a99d26c1,-2.0608
8d03f75d26e9,-2.0611
d86f918093c2,-2.0615
7768f1f739b4,-2.0642
179c9d732e9b,-2.0666
530462cc7b13,-2.0674
e17a92ebc95b,-2.0685
c01839c5dd62,-2.0695
40a8b1645719,-2.0701
ceebb21b033d,-2.0715
f220d1ff5982,-2.0718
e5a4148e2789,-2.072
0252e11c5caa,-2.0723
d0915e3e3b0d,-2.0766
c4780af196c7,-2.0809
03de9e41bf64,-2.0818
ea44bede57d9,-2.0838
80b2b7cc60b7,-2.0867
6eb87f7073bc,-2.0881
6ee0c14bbf8e,-2.0886
2677af111cef,-2.0902
66b4c67143f9,-2.0917
32ce1aa78f6e,-2.0956
be943b2a88d4,-2.0959
5386e12154b0,-2.0962
ee5bb1bef6f3,-2.0976
13b2000f2464,-2.0978
466e9d502ea9,-2.1002
ee5739cefdde,-2.1017
4a77d806f660,-2.1025
22e7c5e9d20d,-2.1052
28722b02c9bb,-2.1107
6274b62eb260,-2.1108
9cbb6b5aa7dd,-2.111
4eaefe51ace2,-2.1118
503b5d2fcdef,-2.1119
b03b8559c75d,-2.1132
80b357e114cf,-2.1213
ce9c31857c08,-2.1223
1508f7cc8786,-2.1273
9b86bacb06fb,-2.128
450ec84e07b4,-2.1285
bc501a4ed4fa,-2.1289
531856016aac,-2.1294
0fa90ffa6463,-2.1309
dcfd43d9e83f,-2.1313
cac13ea556b9,-2.1317
6dc084a2208b,-2.1323
3be998523a9e,-2.1335
456a65b68ead,-2.1353
6dab4ea53463,-2.1355
3fc051413078,-2.1359
36a5b5179375,-2.1369
8adb814acee9,-2.1383
44816c6f1f6c,-2.1407
f67672c9309b,-2.141
2e0f17858dc7,-2.1416
95f50cdcbc02,-2.142
adc3f4f61432,-2.1424
5c720689d720,-2.1483
4066209186d4,-2.149
154bbc641651,-2.151
075bdf671fb0,-2.1628
671dd238e25b,-2.1639
44e30f1747fd,-2.1649
eeb348c10715,-2.1664
0369542a8390,-2.1665
3e38e1dd93b0,-2.1668
8eead2f23a0b,-2.1669
f7e0c8226f59,-2.1675
d0196a0cb165,-2.1693
9c637b7b32c1,-2.1694
72bf5a13c95f,-2.1695
dbfb637f27c5,-2.1699
0de6d9da496f,-2.1704
28290791bfba,-2.1731
75b0a63a0e0d,-2.1812
dc66349d307c,-2.1815
368661616ccb,-2.182
10366a2ac725,-2.1836
b2869f778246,-2.1844
a63f3abe6f37,-2.186
e46345ded2b0,-2.1876
fc69bcbe5659,-2.1912
9fe27d43e370,-2.1929
fff7041fd21d,-2.1937
42dca1b5cfe4,-2.1959
b55d33d7e115,-2.2002
d2dfa637173e,-2.2033
423098de15dd,-2.2055
1fbba06c436c,-2.2075
9bf8c42161d3,-2.2137
5f194a9d0ffd,-2.2148
d88db235dd65,-2.2158
fe075d42bd05,-2.2186
12188b6a2c43,-2.2189
6b014f48bef3,-2.2195
c3a527f7d81a,-2.2225
35827906bb2d,-2.2227
b59613cea590,-2.2242
1b05f147859a,-2.2248
6ba9bd0a3583,-2.2249
0a4244893de4,-2.2263
c3770ba37bd7,-2.2275
8829786d6c3c,-2.2319
18447d5d7a8b,-2.2344
00a6cadd7eb3,-2.2362
3f66923cacb4,-2.2394
9945b0590a0d,-2.2406
8f7c14876942,-2.2419
2e559165831c,-2.2438
17b48d936009,-2.2439
7dceaa18b3a6,-2.2464
37d2b79ffe9c,-2.2465
24575099a592,-2.2465
d1623117278a,-2.2479
1592a5248164,-2.2501
775ec3df689f,-2.2528
5dbd9b8eb537,-2.2532
285a1707f951,-2.2618
9d3de48f3977,-2.2622
d268940f0f2c,-2.2626
54bd2dff7878,-2.2632
